0.5,3.0,false,true
8.903946,15.275241,19.204477,16.5424,17.374971,17.1804,19.492437
0.97592276,0.9419295,0.9507875,0.9991528,0.93077576,0.82389927,0.9275843
1.4653546,1.9985855,2.5390007,3.2232044,3.541866,4.0124593,3.7604876
5
r,135.0,477.0,135.0,477.0
r,486.0,216.0,792.0,362.0
r,1052.0,230.0,1269.0,331.0
r,697.0,396.0,894.0,491.0
r,1090.0,438.0,1176.0,467.0
5,01110,233,11101,241,11110,312,01110,359,01011,370
5,11000,195,10101,229,00110,292,10110,306,10000,320
5,01100,171,01100,214,11101,279,00001,300,01011,335
5,01110,121,01111,230,10001,272,01000,292,11110,316
5,01101,92,10011,156,01110,251,11001,285,01111,299
5,01001,199,00011,211,10011,214,00011,270,01011,303
5,11110,168,10011,214,01110,240,10110,295,11011,312
6,10100,162,11001,225,00000,290,10100,295,10101,315,10010,356
5,11001,115,00010,221,00110,269,11100,294,00011,312
5,11101,158,01110,233,11010,276,10010,300,00011,324
5,10011,254,11010,296,01110,320,00001,329,01010,393
5,10101,139,00101,213,11101,248,00101,317,00110,335
5,01010,167,00010,227,11111,233,10101,338,00000,389
5,00111,242,00011,252,00000,282,00111,324,01100,363
5,00000,117,10011,209,10100,244,11001,341,01010,364
5,00100,203,11011,240,01011,318,11100,345,11101,362
5,01100,49,10110,153,01010,253,11100,274,10001,296
5,10101,189,01111,285,00100,321,00110,329,00110,432
5,10101,187,00100,238,00001,260,00101,300,00100,305
5,01100,264,01111,283,00110,352,00010,380,10100,457
5,10011,131,00100,175,11011,206,01110,323,10010,340
5,11100,55,11101,228,01111,291,01011,317,11100,362
5,10100,91,01111,171,01011,285,10110,329,11100,334
5,01001,221,11001,248,01101,313,01110,356,01111,365
5,11011,74,10111,219,10111,302,11101,322,10010,358
5,01010,108,10111,184,00011,285,01110,326,11110,339
5,11000,42,11001,222,01010,297,10111,330,10001,397
5,11011,108,10000,229,00000,252,11000,253,11101,328
5,01011,21,01001,136,01100,205,00101,247,01011,324
5,11011,124,10011,206,00100,253,01100,313,01010,343
5,00110,93,00111,203,01010,287,11110,324,01100,454
5,00111,141,11011,253,01000,268,01101,387,10100,397
5,10010,138,10011,275,01001,297,11011,336,01101,448
5,10011,216,10010,263,01100,317,10101,422,11001,430
5,00011,26,10010,168,11110,200,10101,227,00011,371
5,00110,87,00011,211,11101,288,11010,367,00010,373
5,00110,114,00101,175,10110,200,11011,239,00000,447
5,01001,132,00110,165,10011,190,00101,266,00101,282
5,11100,94,01101,194,01111,231,01010,260,11100,401
5,01111,13,00111,159,00011,177,10110,286,01011,405
6,10111,134,01001,147,00100,175,11001,245,11110,333,10100,412
5,10010,148,01110,153,10011,224,10011,227,10101,258
5,00100,40,11101,140,01001,207,00111,245,00001,330
5,11011,128,11111,153,11010,218,11010,226,11111,285
5,01101,77,00011,135,00110,279,11000,302,11101,395
5,00000,92,00101,112,10010,167,01010,296,11001,425
5,01110,147,11011,274,11011,348,01000,417,11010,464
5,10111,118,00011,127,11000,194,00110,227,01101,233
5,11101,7,01001,147,00001,177,10011,286,11010,391
5,10010,201,01010,223,00001,306,10011,408,10110,476
5,00111,138,00010,166,11001,173,11000,181,10001,236
5,00010,138,10011,141,10111,355,00100,357,01100,440
5,01011,139,11101,142,00100,193,01010,357,10000,401
5,00010,124,00110,138,00011,195,10001,318,11100,424
5,01010,88,01011,179,11111,180,00011,200,10001,203
5,11111,82,00011,259,10001,285,01100,425,00010,479
5,11100,151,11000,226,01010,398,11010,417,10000,459
5,10110,93,01110,137,10001,198,01010,446,01100,450
5,00000,258,10011,399,10001,415,11011,422,01010,472
5,11110,160,11111,386,00110,389,11000,394,00010,419
5,11000,91,01101,356,10110,363,00001,417,11100,423
5,10100,130,10010,163,01110,208,00001,370,11011,436
5,01100,111,00011,149,10111,331,11101,363,10111,431
5,01111,142,00110,144,10101,157,10100,210,00111,402
